title,description,final_description,skill_level,pattern_link,local_path
Wheat Vest,"A beautiful ode to all things fall, the Wheat Vest reminds us of the soft rustling of the wheat fields and harvest time with its beautifully stacked stitches. Perfect for wearing through multiple seasons, this worsted weight, worked flat, crochet vest will keep you interested while you stitch this unmistakably harvest time pattern. The Wheat Vest is a one-piece seamless vest worked flat in the puffy, Harvest Stitch. The vest is mid-thigh length for extra coziness and an optional button at the top keeps it together. A single crochet edging is crocheted last to finish off the design.","Wheat Vest A beautiful ode to all things fall, the Wheat Vest reminds us of the soft rustling of the wheat fields and harvest time with its beautifully stacked stitches. Perfect for wearing through multiple seasons, this worsted weight, worked flat, crochet vest will keep you interested while you stitch this unmistakably harvest time pattern. The Wheat Vest is a one-piece seamless vest worked flat in the puffy, Harvest Stitch. The vest is mid-thigh length for extra coziness and an optional button at the top keeps it together. A single crochet edging is crocheted last to finish off the design. Crochet Intermediate 36"" finished chest measurement, 40"" finished chest measurement, 42"" finished chest measurement, 46"" finished chest measurement, 48"" finished chest measurement, 52"" finished chest measurement, 54"" finished chest measurement, 58"" finished chest measurement, 60"" finished chest measurement, 64"" finished chest measurement Worsted Wool US G/6 (4.00mm) Crochet hook",Intermediate,https://www.crochet.com/wheat-vest/p/58299,Wheat_Vestby_Zara_Powter.jpg
Wildflowers Ba,"The Wildflowers Baby Blanket is made with the beautiful colors and exquisite softness of Stroll Tonal yarn. Colorful flower motifs with a cheerful dance of golden shells along the edging make this a one-of-a-kind blanket for a special someone. The smaller square blanket uses 36 motifs and the larger blanket uses 72. After whip-stitching the motifs together, three rounds of edging are worked: a round of SC, then a round of golden shells, and lastly a round of slanted shells for a delicate sawtooth outline.","Wildflowers Ba The Wildflowers Baby Blanket is made with the beautiful colors and exquisite softness of Stroll Tonal yarn. Colorful flower motifs with a cheerful dance of golden shells along the edging make this a one-of-a-kind blanket for a special someone. The smaller square blanket uses 36 motifs and the larger blanket uses 72. After whip-stitching the motifs together, three rounds of edging are worked: a round of SC, then a round of golden shells, and lastly a round of slanted shells for a delicate sawtooth outline. Crochet Intermediate Receiving Blanket: 25"" x 25"", Stroller Blanket: 31 x 35"" Fingering Wool US G/6 (4.00mm) Crochet Hook & US F/5 (3.75mm) for last 2 rounds of edging",Intermediate,https://www.crochet.com/wildflowers-baby-blanket/p/58021,Wildflowers_Baby_Blanketby_Michele_DuNaier.jpg
Windrose Rug,Create your favorite new home decor accent with this elegant rug design made of crochet tapestry squares combining two different patterns. Finish the rug with a simple single crochet border.,"Windrose Rug Create your favorite new home decor accent with this elegant rug design made of crochet tapestry squares combining two different patterns. Finish the rug with a simple single crochet border. Crochet Intermediate 25 x 35"" Worsted Cotton US 7/4.5mm crochet hook",Intermediate,https://www.crochet.com/windrose-rug/p/58194,Windrose_Rugby_Nicoletta_Tronci.jpg
Windsor Tassel Throw,"Drape this regal throw over your favorite chair or at the foot of the bed for a luxe addition to your home. Worked in meditative rounds, this project can easily be sized up or down from a small lapghan to a larger bedspread. To support our Independent Designers , this pattern is excluded from promotions.","Windsor Tassel Throw Drape this regal throw over your favorite chair or at the foot of the bed for a luxe addition to your home. Worked in meditative rounds, this project can easily be sized up or down from a small lapghan to a larger bedspread. To support our Independent Designers , this pattern is excluded from promotions. Crochet Intermediate One size Worsted Acrylic J/6 mm crochet hook",Intermediate,https://www.crochet.com/windsor-tassel-throw/p/18793D,Windsor_Tassel_Throwby_Two_of_Wands.jpg
Winter Cable Hat,"ntertwined Cables twist around this cozy hat, designed to keep your noggin warm while you snowshoe through the woods on a crisp winter day. This hat begins with a ribbed band, worked sideways in a long strip, then joined to create a tube. The body of the hat is worked in the round from the ribbing to the top of the hat. The cables are easier than they look, just pay attention to whether your post stitches are worked in front or behind your previous stitches - this will ensure that they cross over each other correctly.","Winter Cable Hat ntertwined Cables twist around this cozy hat, designed to keep your noggin warm while you snowshoe through the woods on a crisp winter day. This hat begins with a ribbed band, worked sideways in a long strip, then joined to create a tube. The body of the hat is worked in the round from the ribbing to the top of the hat. The cables are easier than they look, just pay attention to whether your post stitches are worked in front or behind your previous stitches - this will ensure that they cross over each other correctly. Crochet Intermediate 20"" circumference - Blue DK Wool Size E/4 (3.5mm) Crochet hook",Intermediate,https://www.crochet.com/winter-cable-hat/p/58137,Winter_Cable_Hatby_Brenda_KB_Anderson.jpg
Winter Diamonds Market Bag,"The design of this ultra-useful hobo-style market bag is inspired by colorful weavings from Mexico and the southwest US. The handles are just the right length for the bag to feel comfortable on your shoulder or in your hand. Choose your favorite colors to make your own bespoke one-of-a-kind bag. The bag is made from 13 identical motifs which are then crocheted together on the right side to create a decorative ridge seam between motifs. The handles and fastening tab are made amigurumi-style, as tubes, for added strength. A magnetic snap is concealed under the button on the fastening tab for extra security.","Winter Diamonds Market Bag The design of this ultra-useful hobo-style market bag is inspired by colorful weavings from Mexico and the southwest US. The handles are just the right length for the bag to feel comfortable on your shoulder or in your hand. Choose your favorite colors to make your own bespoke one-of-a-kind bag. The bag is made from 13 identical motifs which are then crocheted together on the right side to create a decorative ridge seam between motifs. The handles and fastening tab are made amigurumi-style, as tubes, for added strength. A magnetic snap is concealed under the button on the fastening tab for extra security. Crochet Beginner 16"" x 16""; handles 20"" long Worsted Cotton US F/5 (3.75mm) and E/4 (3.5mm) Crochet Hooks",Beginner,https://www.crochet.com/winter-diamonds-market-bag/p/58032,Winter_Diamonds_Market_Bagby_Jane_Howorth.jpg
Winter Waffle Dishcloth,The Winter Waffle Dishcloth is a square kitchen or bath cloth that is worked flat. It's a quick gift to whip up one or more for a hostess gift or a stocking stuffer. A mixture of Double Crochet and Front Post Double Crochet adds texture and grit with a soft Single Crochet border.,"Winter Waffle Dishcloth The Winter Waffle Dishcloth is a square kitchen or bath cloth that is worked flat. It's a quick gift to whip up one or more for a hostess gift or a stocking stuffer. A mixture of Double Crochet and Front Post Double Crochet adds texture and grit with a soft Single Crochet border. Crochet Beginner 6.5"" x 6.5"" Worsted Cotton Size G/6 (4.0mm) Crochet hook",Beginner,https://www.crochet.com/winter-waffle-dishcloth/p/58250,Winter_Waffle_Dishclothby_Avriel_Jackson.jpg
Winterberry Cowl,"Indulge in instant warmth and style with this cowl pattern! This project is a quick and satisfying crochet adventure, perfect for beginners and seasoned crafters alike. With just a few stitches, you’ll create an accessory that’s both trendy and practical, making it an essential addition to your winter wardrobe.","Winterberry Cowl Indulge in instant warmth and style with this cowl pattern! This project is a quick and satisfying crochet adventure, perfect for beginners and seasoned crafters alike. With just a few stitches, you’ll create an accessory that’s both trendy and practical, making it an essential addition to your winter wardrobe. Crochet Beginner 22” Circumference x 10” Tall Super Bulky US N/P-15 (10.0mm) Crochet hook",Beginner,https://www.crochet.com/winterberry-cowl/p/N5071,Winterberry_Cowlby_Jessica_Herr.jpg
Wintergreen Chevron Hat,The subtle details in this fun hat are what take it to the next level: stripes of different thicknesses and the zig-zag ribbing really kick it up a notch! Choose strongly contrasting colors for a bolder hat or analogous colors for a more subtle hat.,"Wintergreen Chevron Hat The subtle details in this fun hat are what take it to the next level: stripes of different thicknesses and the zig-zag ribbing really kick it up a notch! Choose strongly contrasting colors for a bolder hat or analogous colors for a more subtle hat. Intermediate 19.5"" hat circumference x 9.5"" tall, 22.75"" hat circumference x 9.5"" tall, 26"" hat circumference x 11.5"" tall Worsted Wool Sizes E/4 (3.5mm) & G (4.25mm) Crochet hook",Intermediate,https://www.crochet.com/wintergreen-chevron-hat/p/58254,Wintergreen_Chevron_Hatby_Brenda_KB_Anderson.jpg
Wintry Wreath Ornament,"These adorable mini wreaths are fast to make and so much fun to customize! Pattern includes a few options, but let your imagination play with ways to decorate these tiny, delicate ornaments.","Wintry Wreath Ornament These adorable mini wreaths are fast to make and so much fun to customize! Pattern includes a few options, but let your imagination play with ways to decorate these tiny, delicate ornaments. Crochet Intermediate 2.25"" diameter Lace Cotton Size 7 (1.65mm) steel crochet hook",Intermediate,https://www.crochet.com/wintry-wreath-ornament/p/58272,Wintry_Wreath_Ornamentby_Kristen_Clay.jpg
Wisdom Book Bag,The Wisdom Book Bag is the perfect bag to hold books and magazines to share with friends when meeting up for a cup of tea. This Tunisian crochet design is worked from the bottom up. The lower section is worked in 2 colors: MC for the forward pass and CC for the return pass. The bag is worked in spiral rounds using double-ended circular Tunisian crochet technique.,"Wisdom Book Bag The Wisdom Book Bag is the perfect bag to hold books and magazines to share with friends when meeting up for a cup of tea. This Tunisian crochet design is worked from the bottom up. The lower section is worked in 2 colors: MC for the forward pass and CC for the return pass. The bag is worked in spiral rounds using double-ended circular Tunisian crochet technique. Crochet Intermediate 12 x 10 x 1"" Worsted Cotton G/4.0mm crochet hook , H/5mm Tunisian hook",Intermediate,https://www.crochet.com/wisdom-book-bag/p/58191,Wisdom_Book_Bagby_Moon_Elderidge.jpg
