title,description,Pattern Type,Difficulty,Sizes Included,Yarn Weight,Yarn Line,Yardage,Fiber Type,Needle / Hook Sizes,image_url,local_path,pattern_link
Boardwalk Hexie Blanketby Chrisandra Skipper,"Inspired by the carnival boardwalks situated alongside the ocean, this modern throw is perfect for a new baby, a lapghan, or a home decor accent. Stitch up a statement with geometric hexagons and graphic stripes. The Boardwalk Hexie Blanket is a colorwork piece using simple stitches and the intarsia method. With intarsia, there is no carrying of colors; just drop your color and pick up the next one. It also features a hexagon pattern created with filet crochet.",Crochet,Intermediate,"44"" x 36""",Worsted,,1650,Cotton,H/5.0mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58245220.jpg~w=1000,h=1000,v=1",../data/images\Boardwalk_Hexie_Blanketby_Chrisandra_Skipper.jpg,https://www.crochet.com/boardwalk-hexie-blanket/p/58245
Bobble Clutch Bagby Helen Anderson,"This gorgeous versatile bag will add a touch of playful sophistication and glamour to any outfit. Bobble stitch is used to create the beautiful texture of this statement piece which could be worked up in minimal neutrals or bold and bright tones. This pattern is worked in the round. With a single crochet base and bobble stitch sides, the bag is made in one piece. Turning chains do not count as a stitch therefore, always work the first stitch of each round into the same stitch as the turning chain. Turn work at the end of each round from Rnd 10 onwards.",,Intermediate,"6"" diameter x 21"" tall",DK,,246,Cotton,US 7 (4.5mm) Crochet Hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58036220.jpg~w=1000,h=1000,v=1",../data/images\Bobble_Clutch_Bagby_Helen_Anderson.jpg,https://www.crochet.com/bobble-clutch-bag/p/58036
Bobble Diamonds Throwby Sara Dudek,This small throw uses texture and geometric shapes to create playful patterning. Practice your bobble stitches while learning to read a crochet chart. You'll find both skills to be easier than you expect. The geometric patterning for this throw is created by combining half double crochet stitches with bobble stitches. Read the chart to find out where to place the bobbles to create intricate patterning. You'll love working this throw with this soft and cozy yarn!,Crochet,Intermediate,"32"" x 49.5""",Worsted,,1872,Wool,Size  I/9 (5.5mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58063220.jpg~w=1000,h=1000,v=1",../data/images\Bobble_Diamonds_Throwby_Sara_Dudek.jpg,https://www.crochet.com/bobble-diamonds-throw/p/58063
Bobble Soap Sackby WeCrochet Design Team,"Designed to support the mission of nonprofit organization S.A.C.K. (Supporting A Community with Kindness). This organization's vision is to inspire donations of bar soap to local food pantries, homeless shelters, social service agencies, and veterans clinics. By crocheting a soap sack and pairing it with a sealed bar of soap, you can give essential toiletries and a lovingly handmade item to those who need them. Find out more at soapsacks.org. This pattern is fun to crochet, and results in a soap sack with a scrubby side, thanks to the bobble stitches on the front. The bobbles provide a focal point, and a catalyst for creativity as you mix and match yarns to create unique soap sacks. You'll want to make these for gifts as well as donations to deserving organizations. The soap sack is crocheted as a large rectangle and then folded and seamed using a sl st. A long chain creates a drawstring that is threaded after assembly.",Crochet,Intermediate,"4"" x 6""  - Green, 4"" x 6"" - Multi",Worsted,,190-1140,Cotton,Size I/9 (5.5mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58281220.jpg~w=1000,h=1000,v=1",../data/images\Bobble_Soap_Sackby_WeCrochet_Design_Team.jpg,https://www.crochet.com/bobble-soap-sack/p/58281
Bobby Granny Square Blanketby Lion Brand,"The Bobby Granny Square Blanket is a crochet blanket pattern made with medium weight yarn that has an easy level of difficulty. 1 Granny Square = about 6"" square. To support our Independent Designers , this pattern is excluded from promotions.",Crochet,Easy,"48"" x 60""",Worsted,,2200,Acrylic,Size I/9 (5.5mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/18672220.jpg~w=1000,h=1000,v=1",../data/images\Bobby_Granny_Square_Blanketby_Lion_Brand.jpg,https://www.crochet.com/bobby-granny-square-blanket/p/18672D
Bold and Bright Scarfby 10 Hours or Less,"Fight the cold in color with a chunky, chill–chasing crocheted scarf! Worked with just one color per row, the simple striped pattern consists entirely of slip stitches and half double crochet. Best of all? It’s an easy–to–memorize 2–row repeat. Scarf is worked vertically in rows in one piece from long edge to long edge. Each stripe begins and ends with a long length of yarn subsequently incorporated into the fringe. This eliminates the need to weave in ends. Scarf is reversible, displaying a different striping effect on each side.",Crochet,Beginner,"8.5” wide × 83.5” long, not including fringe - Bright, 8.5” wide × 83.5” long, not including fringe - Neutral",Bulky,,816,,US K/10.5 (6.5mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n7766.jpg~w=1000,h=1000,v=1",../data/images\Bold_and_Bright_Scarfby_10_Hours_or_Less.jpg,https://www.crochet.com/bold-and-bright-scarf/p/N7766
Bonny Mittsby Brenda K.B. Anderson,"You can practically smell the stacks of old books and leather armchairs that populate the library in your mind as you wear these classic tweed fingerless mitts. This project is incredibly easy and suitable for advanced beginners as well as more seasoned crocheters looking for a fun and quick project. These mitts are worked sideways, in turned rows, and slip stitched together to form a tube.",,Intermediate,"5.5"" hand circumference, 6"" hand circumference, 6.5"" hand circumference, 7.5"" hand circumference",Worsted,,218,Acrylic,I /5.5 mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56289220.jpg~w=1000,h=1000,v=1",../data/images\Bonny_Mittsby_Brenda_KB_Anderson.jpg,https://www.crochet.com/bonny-mitts/p/56289
Boom Box Belt Bag & Mix Tape Walletby Heather Mann,"Turn up the volume in retro style with this mashup of iconic 80s style and technology. Feed your favorite belt through the loops on the back of the Boom Box Belt Bag to turn it into a hands-free purse, reminiscent of a fanny pack. Keep your credit cards and change managed in the Mix Tape Wallet, which fits neatly inside the Boom Box. Both of these are simple zipper pouches worked in the round from the base up. Tapestry crochet is used to create the designs, carrying up to three yarns inside the piece as you work.",Crochet,Intermediate,one size,Lace,,1770,Cotton,C/2.75mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58198220.jpg~w=1000,h=1000,v=1",../data/images\Boom_Box_Belt_Bag__Mix_Tape_Walletby_Heather_Mann.jpg,https://www.crochet.com/boom-box-belt-bag-mix-tape-wallet/p/58198
Bop Shop Earringsby Ashley Zhong,"Jukebox pop and record shop bops are the inspiration for these irresistible earrings. Make yourself a pair and dream back to the days of vinyl, flares, and roller skates. Bop Shop Earrings are simple circles of Double Crochet worked in the round and finished with jewelry supplies you can find at any craft store.",,Intermediate,"2.25""",Lace,,590,Cotton,US 3/2.10mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58202220.jpg~w=1000,h=1000,v=1",../data/images\Bop_Shop_Earringsby_Ashley_Zhong.jpg,https://www.crochet.com/bop-shop-earrings/p/58202
Botanica Throwby Kalurah Hudson,The Botanica Throw draws inspiration from delicate vintage doilies from days gone by. This piece works beautifully as a cozy throw or a charming area rug. The throw is embellished with tassels at each of the four corners. Pattern comes with two detailed charts and written instructions. Super Bulky yarn is held double for the entire throw.,Crochet,Easy,"40"" width × 40"" length",Super Bulky,,968,"Acrylic, Wool","US Q/17 (15.75mm) and US P/16 (11.5mm) crochet hook,","https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n9045.jpg~w=1000,h=1000,v=1",../data/images\Botanica_Throwby_Kalurah_Hudson.jpg,https://www.crochet.com/botanica-throw/p/N9045
Botanist Basketby Lion Brand,"The Botanist Basket is a crochet basket pattern made with super bulky weight yarn that has an easy level of difficulty. To support our Independent Designers , this pattern is excluded from promotions.",Crochet,Easy,"approx. 6"" tall x 25"" at the widest point",Super Bulky,,212,Wool,Sizes K-10.5 (6.5 mm) & P-15 (10 mm),"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/18673220.jpg~w=1000,h=1000,v=1",../data/images\Botanist_Basketby_Lion_Brand.jpg,https://www.crochet.com/botanist-basket/p/18673D
Brava Beanieby Sara Dudek,"The Brava Beanie is the ultimate crochet hat pattern! Written for six sizes, this is the ideal hat to make for charity projects, or as gifts. It's simple and quick-to-make, giving you the freedom to dress it up however you like. The Brava Beanie is made from the top down in single crochet. Simple increases at the crown alter the sizing. Once you master this simple pattern, add stripes, tapestry patterns, spike stitches and more. With the many colors available in Brava Worsted, you'll be able to make this hat uniquely your own.",,Beginner,"Preemie - 12"" circ. x 5""long  , Baby - 14""circ.  x 5.5"" long , Toddler - 16"" circ. x 6.5"" long , Child - 18""circ.  x 7.5"" long , Adult Small - 20""circ.  x 8"" long  , Adult Large 22"" circ. x 8"" long",Worsted,,65-165,Acrylic,US J/10 (6.00mm) Crochet Hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58068220.jpg~w=1000,h=1000,v=1",../data/images\Brava_Beanieby_Sara_Dudek.jpg,https://www.crochet.com/brava-beanie/p/58068
Bridesmaid Shawlby Michele DuNaier,"This delicate, lacy shawl can be made in a variety of sizes and colors. From extra-small through extra-large, the sizes provided can fit a very young flower girl through larger members of the bridal party. With over 150 colors to choose from, Palette yarn is guaranteed to have a shade to coordinate with your chosen wedding colors. The Bridesmaid Shawl is worked top down from the back of the neck, with increasing done at the sides and the center spine. A simple 6-row repeat can be done a variable number of times to create different sizes. The net and picot-scalloped lower edging set off the lacework making this an elegant, heirloom shawl to treasure.",,Intermediate,"XS - 30"" wide x 14"" at deepest point, S - 40"" wide x 18"" at deepest point, M - 51"" wide x 22"" at deepest point, L - 61"" wide x 26"" at deepest point, XL - 72"" wide x 30"" at deepest point",Fingering,,231-924,Wool,"Sizes G/6 (4.00mm), 7 (4.50mm), and  F/5 (3.75mm) Crochet hooks","https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58057220.jpg~w=1000,h=1000,v=1",../data/images\Bridesmaid_Shawlby_Michele_DuNaier.jpg,https://www.crochet.com/bridesmaid-shawl/p/58057
Bright Gifts Wrapby Helen Anderson,"Brighten up any gray winter day with this vibrant Bright Gifts Wrap. The beautiful elongated triangular shape makes it easy to wear and wonderfully snug. The Bright Gifts Wrap is worked flat, from the long side of the wrap across, and decreased along one edge. The wrap is crocheted in Half Double Crochet.",,Intermediate,"30.25"" x 57""",Worsted,,1100,Wool,US H/8 (5mm),"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58147220.jpg~w=1000,h=1000,v=1",../data/images\Bright_Gifts_Wrapby_Helen_Anderson.jpg,https://www.crochet.com/bright-gifts-wrap/p/58147
Buffalo Check Pom-Pom Hatby Ashley Gibbons,"Inspired by a Canadian favorite, Buffalo Plaid, this is a classic yet fashionable hat to be enjoyed by everybody for years to come! Its use of crocheted texture and post stitches creates a cozy, squishiness that provides warmth and comfort. The Buffalo Check Pom Pom Hat is worked from the top down. Options are given to give you two different looks - a full hat option to add a pom pom or a messy bun hat option!",Crochet,Intermediate,"Messy bun hat: 9"" x 7.5"" (fits adults 21-23""), Full hat: 9"" x 8.25"" (fits adults 21-23"")",Worsted,,440,Wool,Sizes H/8 (5.0mm)  &  I/9 (5.5mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58256220.jpg~w=1000,h=1000,v=1",../data/images\Buffalo_Check_Pom-Pom_Hatby_Ashley_Gibbons.jpg,https://www.crochet.com/buffalo-check-pom-pom-hat/p/58256
Buffalo Check Pom-Pom Scarfby Ashley Gibbons,"Inspired by a Canadian favorite, Buffalo Plaid, this is a classic yet fashionable scarf to be enjoyed by everybody for years to come! Its use of crocheted texture and post stitches creates a cozy, squishiness that provides warmth and comfort. The Buffalo Check Pom-Pom Scarf pattern is worked in one rectangular piece, with some post work, with the option of finishing the scarf as an infinity scarf or styling it up with two pom-poms for a fashionable double pom scarf!",Crochet,Intermediate,"8"" x 60""",Worsted,,770,Wool,Sizes I/9 (5.5mm) &  J/10 (6.0mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58255220.jpg~w=1000,h=1000,v=1",../data/images\Buffalo_Check_Pom-Pom_Scarfby_Ashley_Gibbons.jpg,https://www.crochet.com/buffalo-check-pom-pom-scarf/p/58255
Bun Bun Bunnyby Ilaria Caliri,"Bun-Bun Bunny is the perfect childhood companion. A soft and furry plush who is entirely made in crochet, hidden underneath the fur. Add a jacket to enhance the handmade toy feel. This project uses the “amigurumi technique” of holding together a plain and a fur yarn. It only uses single crochet stitches worked in rounds. The head and body are worked in one piece starting at the top of the head. Then ears, arms, legs, and tail are sewn to the body. A portion of the ears and the muzzle fur is shortened using sharp scissors.",,Intermediate,"11"" tall (15"" tall including ears)","Super Bulky, Worsted",,71-220,,Size E/4 (3.5mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58206220.jpg~w=1000,h=1000,v=1",../data/images\Bun_Bun_Bunnyby_Ilaria_Caliri.jpg,https://www.crochet.com/bun-bun-bunny/p/58206
C2C Color Fade Dishclothby Sarah Nairalez,"This dishcloth is simple and a great first Corner to Corner (C2C) project. With basic color changes, this dishcloth will add a pop of color to your kitchen. There's a practical loop on one corner, making it easy to hang. In the Corner to Corner (C2C) technique, each block is made of a 3 chains and 3 double crochet and the project is worked from one corner to the other.",Crochet,Intermediate,"10"" square",Sport,,330,Cotton,Size E/4 (3.5mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58325220.jpg~w=1000,h=1000,v=1",../data/images\C2C_Color_Fade_Dishclothby_Sarah_Nairalez.jpg,https://www.crochet.com/c2c-color-fade-dishcloth/p/58325
